brand_raw,brand_slug,product_name_raw,product_name_norm,url,image_url,form_guess,life_stage_guess,ingredients_raw,ingredients_language,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,pack_sizes,gtin,source,ingested_at,row_hash,product_key_candidate
Pooch,Pooch,and mutt senior,and mutt,https://www.allaboutdogfood.co.uk/dog-food-reviews/2252/pooch-and-mutt-senior,,dry,senior,"Dried Chicken (min. 32%), Sweet Potato 23%, Potato, Pea Starch, Peas, Chicken Gravy 5%, Chicken Fat 5%, Linseed 2%, Salmon Oil 2%, Carrots 0.3%, Chamomile 0.2%, Cranberry 0.16%, Seaweed, Fructo-Oligosaccharides 0.1%, Glucosamine 0.1%, Blackcurrant 0.005%, Kale 0.005%, Spinach 0.005%, Beetroot 0.005%, Rosehip 0.005%, Pomegranate 0.005%, Yucca Schidigera 0.005%, Olive Extract 0.005%.",en,,,5.0,,,,,,aadf,2025-09-12T08:53:18.528886,d94ad9defb739113f0e693489fbc884a,96463425534a3444
Asda,Asda,naturally nutritious,naturally nutritious,https://www.allaboutdogfood.co.uk/dog-food-reviews/2956/asda-naturally-nutritious,,wet,unknown,"Maize, Chicken Meal (14%), Barley, Meat Meal, Brown Rice (4%), Peas, Rice, Poultry Fat, Poultry Digest, Beet Pulp (2%), Linseed (1%), Minerals, MOS (0.1%), FOS (0.1%), Yucca Extract (0.1%), Turmeric (0.01%), Cranberry Extract (0.01%), Parsley (0.01%), Chamomile (0.01%)",en,,,,,,,,,aadf,2025-09-12T08:53:18.529000,0fa60ec4c2e6ce79c0294bbc368fab60,95def9131330db2f
Royal Canin,Royal Canin,cocker adult,cocker,https://www.allaboutdogfood.co.uk/dog-food-reviews/2760/royal-canin-cocker-adult,,wet,adult,"Rice, Maize, Dehydrated Poultry Protein, Maize Gluten, Animal Fats, Hydrolysed Animal Proteins, Beet Pulp, Vegetable Protein Isolate, Fish Oil, Minerals, Psyllium Husks and Seeds, Soya Oil, Fructo-Oligo-Saccharides, Hydrolysed Yeast, Borage Oil (0.1%), Hydrolysed Crustaceans, Marigold Extract, Hydrolysed Cartilage.",en,,,,,,,,,aadf,2025-09-12T08:53:18.529139,0197966596783c17d63d25a4036c4698,9643bf1b2405b4a0
Laughing,Laughing,dog wheat free senior complete,dog wheat free complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/0498/laughing-dog-wheat-free-senior-complete,,wet,senior,"Turkey (29%), Sweet Potato (25%), Oatmeal (19%), Barley Meal (13.5%), Organic Sunflower Oil, Carrot Puree, Linseed (2%), Limestone Flour, Minerals*, Rosehip (1%), Chondroitin (0.03%), Glucosamine (0.03%). *Minerals Include Vitamins B Complex, Vitamin C, Vitamin K, Citrus Extract, Tocopherols, Yucca Extract, Rosemary Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.529243,661e18e44137d98c8a2692c3ca79200c,dcd51ad7286bd1b6
Eukanuba,Eukanuba,active adult toy breed,active toy breed,https://www.allaboutdogfood.co.uk/dog-food-reviews/1898/eukanuba-active-adult-toy-breed,,wet,senior,"Dried Chicken & Turkey 29% (Including Chicken 17%), Fresh Chicken (15%), Maize, Poultry Fat, Wheat, Oats, Barley, Sorghum, Chicken Gravy, Dried Beet Pulp (3.5%), Fish Meal, Minerals (Including Sodium Hexametaphosphate 0.35%), Fructooligosaccharides (0.64%), Dried Whole Egg, Brewer's Dried Yeast.",en,,,,,,,,,aadf,2025-09-12T08:53:18.529341,6eb0987696c119b3f8435ce30ea58b8d,897e700977ee9565
Natural,Natural,instinct senior,instinct,https://www.allaboutdogfood.co.uk/dog-food-reviews/0439/natural-instinct-senior,,wet,senior,"Chicken with Bone (75%), Carrot, Apple, Butternut Squash, Scottish Salmon Oil, Spinach, Sea Kelp, Glucosamine Hydrochloride, Whey Protein, Chondroitin Sulphate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.529402,d7b8fbeb44b411c1c57bd05035476436,d5477b8c86bb70a4
Calibra Expert,Calibra Expert,nutrition energy,nutrition energy,https://www.allaboutdogfood.co.uk/dog-food-reviews/3228/calibra-expert-nutrition-energy,,wet,unknown,"Chicken Protein (50%), Rice (16%), Poultry Fat (14%), Brewers Rice (6%), Hydrolyzed Poultry Protein (5%), Yeasts, Hydrolyzed Chicken Liver (2%), Salmon Oil (2%), Apple Pulp Dried (1%), Fulvic Acid (0.2%), Prebiotics (Mannanoligosaccharides 120 mg/kg, B Glucans 100 mg/kg, Fructooligosaccharides 70 mg/kg), Glucosamine (260 mg/kg), Dried Rosemary and Thyme (200 mg/kg), ChondroitinE Sulphate (160 mg/kg), Mojave Yucca (80 mg/kg), Lactobacillus Acidophilus Ha 122 Inactivated (15109 Cells/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.529517,e516d26953e43144f5a86a2e67807a14,93b498af9c971aaf
Bounce,Bounce,and bella finest grain free senior,and bella finest grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/2357/bounce-and-bella-finest-grain-free-senior,,wet,senior,"Trout & Salmon 50% (Freshly Prepared Trout 30%, Dried Salmon 11%, Freshly Prepared Salmon 4%, Salmon Oil 3%, Salmon Stock 2%), Sweet Potato (24%), Potato, Peas (6%), Beet Pulp, Pea Protein, Linseed, Potato Protein, Minerals, Vitamins, Vegetable Stock, Asparagus (0.3%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/kg), FOS (96 mg/kg), MOS (24 mg/kg)",en,,,,,,,,,aadf,2025-09-12T08:53:18.529698,651e836ca599531acdd4f8b027129e2a,b2f78dcacacf078d
Luna,Luna,and me adult,and me,https://www.allaboutdogfood.co.uk/dog-food-reviews/1404/luna-and-me-adult,,raw,adult,"85% Turkey and Bone, Turkey Liver, Turkey Heart, Beef Green Tripe, Beef Kidney, Butternut Squash, Carrot, Apple, Spinach, Kale, Salmon Oil, Sea Kelp, Coconut Oil, Spirulina, Brewers Yeast, Chicory Root, Bilberry, Wheatgrass, Goji Berry, Chia Seeds.",en,,,,,,,,,aadf,2025-09-12T08:53:18.529803,b0c9569482c39ee13f99712b2c4eb88b,e3ef05f55a3ab9c5
Freshpet,Freshpet,select rolls puppy,select rolls,https://www.allaboutdogfood.co.uk/dog-food-reviews/2101/freshpet-select-rolls-puppy,,wet,puppy,"Chicken (65%), Chicken Liver (13%), Carrots (5.5%), Eggs (4%), Rice Bran, Brown Rice (1.7%), Peas (1.5%), Minerals, Garlic Powder, Fish Oil (0.09%), Celery Seed Powder.",en,,,,,,,,,aadf,2025-09-12T08:53:18.529877,1635c5a0bf2f1bb91ac9ce20c3b9e22e,e36e3ed8da2598b8
Ava,Ava,large breed mature,mature,https://www.allaboutdogfood.co.uk/dog-food-reviews/1784/ava-large-breed-mature,,wet,senior,"Chicken 38.5% (Chicken Meal 20.5%, Fresh Chicken 12.5%, Chicken Fat 3%, Chicken Gravy 2.5%), Brown Rice (20%), Maize (16%), Whole Barley (11.5%), Beet Pulp (7%), Salmon Oil, Brewers Yeast, Whole Dried Egg, Minerals, Pre-Biotic Fructooligosaccharide(1600mg/kg), Glucosamine (800mg/kg), Chondroitin (600mg/kg), Beta-Glucans, Pre-Biotic Mannanoligosaccharides(400mg/kg), Yucca Extract (200mg/kg), Cranberry Extract, Green Tea Extract, Pomegranate Extract, Rosemary Extract.",en,,,3.0,,,,,,aadf,2025-09-12T08:53:18.530008,b5fb1434a58e4a83ee3d36378d5f31b6,426c79e2fcc9238d
Concept For,Concept For,life labrador retriever adult,life labrador retriever,https://www.allaboutdogfood.co.uk/dog-food-reviews/1694/concept-for-life-labrador-retriever-adult,,dry,senior,"25% Poultry Protein (Rich in Chicken, Partly Dried and Hydrolysed), 20% Fresh Chicken Meat, Rice, Maize, Dried Beet Pulp (Desugared), Rice Flour, Linseed, Poultry Fat, Lignocellulose, Sodium Chloride, Brewer's Yeast (Dried), Egg (Dried), Monocalcium Phosphate, 0.1% Salmon Oil, 0.1% Borage Oil, Psyllium Husks (Dried), 0.1% Sunflower Oil, 0.1% Chicory Inulin, 0.1% Aronia Extract (Dried, Rich in Polyphenols), 0.04% Glucosamine, 0.02% Chondroitin Sulphate, 0.01% Marigold Flower Meal (Rich in Lutein), 0.01% Green Tea Extract (Dried, Rich in Flavonoids), Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.530127,9522665a19ac810ae4a4d79dcb754ff1,f2e2d55b20aac5e5
Nature's Menu,Natures Menu,original nuggets active,original nuggets active,https://www.allaboutdogfood.co.uk/dog-food-reviews/0632/natures-menu-original-nuggets-active,,unknown,unknown,"Duck 30%, Salmon 25%, Sweet Potato 19%, Peas 10%, Carrots 5%, Swede 5%, Chicken Liver 5%, Yucca Extract, Green Tea Extract, Dicalcium Phosphate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.530199,9ba5328e291c9e2bedc22db353dd9931,0d2328571477eee6
Royal Canin,Royal Canin,mini light weight care,mini light weight care,https://www.allaboutdogfood.co.uk/dog-food-reviews/0385/royal-canin-mini-light-weight-care,,wet,adult,"Dehydrated Poultry Protein, Maize, Vegetable Fibres, Barley, Rice, Vegetable Protein Isolate, Maize Gluten, Hydrolysed Animal Proteins, Animal Fats, Beet Pulp, Maize Flour, Cellulose Powder, Fish Oil, Psyllium Husks and Seeds, Yeasts and Parts Thereof, Minerals, Soya Oil, Fatty Acid Salt, Fructo-Oligosaccharides, Borage Oil, Hydrolysed Crustaceans, Marigold Extract, Hydrolysed Cartilage, Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.530298,d90b44e22b33fd82e8de117af9b662fc,2c2a95170c159eef
Concept For,Concept For,life large breed senior,life,https://www.allaboutdogfood.co.uk/dog-food-reviews/1767/concept-for-life-large-breed-senior,,wet,senior,"20% Fresh Chicken Meat, Rice, Maize, 12% Poultry Protein (Rich in Chicken, Partly Dried and Hydrolysed), Greaves Meal, Poultry Fat, Dried Beet Pulp (Desugared), Maize Protein, Linseed, Lignocellulose, Rice Flour, Calcium Carbonate, Brewer's Yeast (Dried), Egg (Dried), Sodium Chloride, 0.3% Salmon Oil, 0.2% Sunflower Oil, 0.2% Yeast Extract (Rich in Beta-Glucans and Mannan-Oligosaccharides), Psyllium Husks (Dried), 0.1% Chicory Inulin, 0.1% Aronia Extract (Dried, Rich in Polyphenols), Potassium Chloride, 0.04% Glucosamine, 0.02% Chondroitin Sulphate, 0.02% Extracts from Hops and Green Tea (Dried, Rich in Flavonoids), 0.01% Marigold Flower Meal (Rich in Lutein), Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.530404,a1f408d66cc5c9af85f81cb5d7e417e4,0295beeff160faf0
Natural,Natural,greatness ultra premium adult mini breed,greatness ultra premium mini breed,https://www.allaboutdogfood.co.uk/dog-food-reviews/3202/natural-greatness-ultra-premium-adult-mini-breed,,dry,adult,"Dehydrated Salmon 20%, Potato Protein 18.5%, Potato 18%, Fresh Salmon 10%, Chicken Oil 9.5%, Yeast 7.35%, Beet Pulp 7%, Linseed 5%, Salmon Hydrolysate 2%, Salmon Oil 1.5%, Mineral Substances 0.9%, Glucosamine 0.065%, Chicory (FOS) 0.05%, Mannan Oligosaccharides (MOS) 0.05%, Citrus Extract 0.05%, Chondroitin 0.015%, Yucca 0.02%.",en,,18.5,,,,,,,aadf,2025-09-12T08:53:18.530489,a67b607ac41a9905e25a1cf4dca5a25e,c0de96746cc971fd
Wellness,Wellness,core puppy large breed,core,https://www.allaboutdogfood.co.uk/dog-food-reviews/1879/wellness-core-puppy-large-breed,,wet,puppy,"Chicken 61% (Fresh Chicken 25%, Dehydrated Chicken 20%, Chicken Fat 6%, Dried Chicken Protein 5%, Chicken Gravy 5%), Peas 20%, Dried Potatoes, Beet Pulp 4%, Linseed 3%, Salmon Oil 2%, Carrots, Apples, Dried Chicory Root 0.5%, Yeast Extract 0.5%, Broccoli, Tomatoes, Spinach, Cranberries 0.01%, Blueberries, D-Glucosamine Hydrochloride 100 mg, Chondroitin Sulphate 100 mg, Yucca Schidigera.",en,,5.0,6.0,,,,,,aadf,2025-09-12T08:53:18.530605,1612b9286626a3766cb70a969f4a572c,de1f3b4bbead4d46
Cobbydog,Cobbydog,optimum cold pressed,optimum cold pressed,https://www.allaboutdogfood.co.uk/dog-food-reviews/3004/cobbydog-optimum-cold-pressed,,wet,puppy,"Dried Ground Chicken 42%, Sweet Potato 32%, Peas 5%, Beet Pulp 5%, Chicken Oil 3.3%, Turmeraid, Vitamins, Dried Ground Duck 1%, Dried Vegetables (Carrot, Chicory), Dried Fruit (Apple), Seaweed, Fennel, Nettle, Dried Herbs (Sage, Thyme, Oregano), Linseed Oil 0.1%, Rapeseed Oil 0.1%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.530803,c7728c8f69dd15fd29a22933fa840699,a56ea0bc5ce4b5b1
Wainwrights,Wainwrights,adult grain free small breed,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/1034/wainwrights-dry-adult-grain-free-small-breed,,wet,senior,"Lamb Meat Meal (40%), Sweet Potato (25%), Potato (9.6%), Rapeseed Oil (5.1%), Pea Starch (4%), Potato Protein (3.5%), Linseed (3%), Beet Pulp (2%), Lamb Digest (2%), Yeasts (1%), Alfalfa (1%), Carrot (1%), Minerals, Tomato Powder (0.5%), Seaweed Meal (0.5%), Herbs (Marjoram 167 mg/kg, Oregano 167mg/kg, Sage 167 mg/kg, Parsley 167 mg/kg, Rosemary 167 mg/kg), Yucca (200 mg/kg), Cranberry (100 mg/kg), Marigold (50 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.530904,2fe09ea1281e27fc08e52de3a779a86c,9f2dbc4192468e2f
Burns,Burns,original adult senior,original,https://www.allaboutdogfood.co.uk/dog-food-reviews/0001/burns-original-adult-senior,,wet,senior,"Brown Rice (67%), Chicken Meal (20%), Oats, Peas, Chicken Oil, Sunflower Oil, Seaweed, Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.530998,d1bb1ad19b27b4e21f1ec81f569921d7,17d6a1b376b6a101
Scrumbles,Scrumbles,puppies and toys,puppies and toys,https://www.allaboutdogfood.co.uk/dog-food-reviews/1875/scrumbles-puppies-and-toys,,wet,puppy,"65% Chicken (29% Dehydrated Chicken, 26% Freshly Prepared Chicken, 7% Chicken Fat, 3% Chicken Stock), 18.5% Rice, 10% Oats, 2.5% Dried Alfalfa, 1.5% Salmon Oil, Vitamins and Minerals, 0.7% Whole Linseed, 0.3% Dried Carrot, 0.2% Chicory Extract, 0.015% Yucca, Dried Spearmint.",en,,,,,,,,,aadf,2025-09-12T08:53:18.531102,61cca0cd19d09bb311208f9ae66f397b,ea0c9072c552e6da
Millies Wolfheart,Millies Wolfheart,forager,forager,https://www.allaboutdogfood.co.uk/dog-food-reviews/2516/millies-wolfheart-forager,,dry,unknown,"Dried Turkey (22%), Sweet Potato (20%), Freshly Prepared Turkey (18%), Turkey Fat (8%), Freshly Prepared Pork (7.5%), Dried Pork (7.5%), Freshly Prepared Reindeer (5.5%), Tapioca, Chickpeas, Turkey Gravy (1.5%), Tomato Pomace, Minerals, Dried Algae, Joint Pack (Glucosamine 177.5 mg/kg, Methylsulfonylmethane 177.5 mg/kg, Chondroitin Sulphate 125 mg/kg), Mixed Herbs, Dried Apple, Burdock Root, Dried Chamomile, Dried Carrot, Dried Cranberry, Dried Dandelion, Aniseed, Fenugreek, Dried Seaweed, Dried Peppermint, Yucca Extract",en,,,,,,,,,aadf,2025-09-12T08:53:18.531184,738739b0795575c17c2dcc675d338a80,189a1ef27d192f99
Nature's Menu,Natures Menu,original cans adult,original cans,https://www.allaboutdogfood.co.uk/dog-food-reviews/0172/natures-menu-original-cans-adult,,wet,adult,"Chicken 60%, Potato 6%, Carrots 4%, Peas 2%, Sunflower Oil 1%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.531274,52c325271998e8c7d88f4a3ac8871a3e,cf6ebf96929211cd
Lifestage,Lifestage,puppy junior,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0739/lifestage-puppy-junior,,wet,puppy,"Turkey 43% (Turkey Meal 27%, Turkey Fat 9%, Freshly Prepared Turkey 4%, Turkey Gravy 3%), Brown Rice (20%), White Rice (20%), Oats (12%), Pea Protein, Linseed, Minerals, Lucerne, Fructooligosaccharides (FOS), Yeast Hydrolysate (MOS, Beta Glucans), Dried Seaweed, Yucca Schidigera, Dried Dandelion.",en,,,9.0,,,,,,aadf,2025-09-12T08:53:18.531389,15363666a9effbda87e74f887923c438,4fcf7a14443e605d
Simpsons,Simpsons,premium puppy,premium,https://www.allaboutdogfood.co.uk/dog-food-reviews/0465/simpsons-premium-puppy,,dry,puppy,"Dried Chicken (min 34%), Brown Rice (min 26%), Chicken Fat 9%, Oats, Maize, Dried Egg, Beet Pulp, Potato Protein, Chicken Gravy 3%, Brewers Yeast, Salmon Oil, Minerals, Linseeds, Vitamins, Yucca Extract, Cranberries, Mannanoligosaccharides (MOS), Fructooligosaccharides (FOS), Nucleotides, L-Carnitine, Glucosamine, MSM, Chondroitin.",en,,,9.0,,,,,,aadf,2025-09-12T08:53:18.531470,48a256595281e3442a5dc627e9a05847,c12b77487e0969ea
K9,K9,optimum adult maxi breed,optimum maxi breed,https://www.allaboutdogfood.co.uk/dog-food-reviews/0785/k9-optimum-adult-maxi-breed,,wet,puppy,"Chicken (20%), Chicken Dried (16.5%), Rice, Maize, Chicken Fat, Chicken Gravy, Salmon (4%), Whole Oats, Beet Pulp, Prairie Meal, Brewers Yeast, Egg Powder, Minerals, Salmon Oil (0.25%), Turmeric, Marigold, Mannan Oligosaccharides, Fructose Oligosaccharides, Glucosamine, Methylsulphonylmethane, Yucca Schidigera, Blackcurrant, Green Lipped Mussel, Rosemary, Pomegranate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.531583,8c6f48be104ac360986c60e0211432ff,580bddb06e407def
Edmondsons,Edmondsons,adult small breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/2361/edmondsons-adult-small-breed,,dry,adult,"Chicken 55% (Freshly Prepared Chicken 27%, Dried Chicken 26%, Chicken Stock 2%), Sweet Potato (26%), Peas (7%), Beet Pulp, Potato, Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Marjoram, Basil, Oregano, Sage, Thyme, Parsley, FOS (96 mg/kg), MOS (24 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.531677,48a1014313002ecb6f902e52888eb497,f86baaf021711fc5
Nourish,Nourish,grain free adult large breed,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/2541/nourish-grain-free-adult-large-breed,,wet,adult,"Salmon and Trout 50% (Freshly Prepared Salmon & Freshly Prepared Trout 33%, Dried Salmon 15%, Salmon Stock 2%), Sweet Potato (24%), Peas (9%), Potato, Beet Pulp, Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Asparagus (0.3%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/kg), FOS (96 mg/kg), MOS (24 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.531787,af4b0491bd51be2668efd7a049a35453,a2475ecc9917fcf8
Hill's Science,Hills Science,plan adult 1 6 small and mini with chicken,plan 1 6 and mini with,https://www.allaboutdogfood.co.uk/dog-food-reviews/0131/hills-science-plan-adult-1-6-small-and-mini-with-chicken,,dry,senior,"Chicken and Turkey Meal, Maize, Wheat, Brewers' Rice, Animal Fat, Digest, Vegetable Oil, Minerals, Flaxseed, Dried Tomato Pomace, Dried Citrus Pulp, Spinach Powder.",en,,,,,,,,,aadf,2025-09-12T08:53:18.531885,8601905ee77f2f4b0affe120d208310c,6fe68d3f5cacd001
Wainwrights,Wainwrights,mature,mature,https://www.allaboutdogfood.co.uk/dog-food-reviews/0048/wainwrights-dry-mature,,wet,senior,"Lamb 33% (Dried Lamb 28%, Freshly Prepared Lamb 5%), Rice (26%), Whole Grain Barley (21%), Beet Pulp (6%), Whole Ground Oats (4.5%), Rapeseed Oil, Dried Peas (3%), Linseed (2%), Dried Carrots (1%), Seaweed (0.2%), Glucosamine (0.05%), Yucca Extract (0.02%), Chondroitin (0.015%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.531993,65cd9ab2c862f72f97381d37a4e22fa6,b8bf050922f94697
Yarrah,Yarrah,adult vega,vega,https://www.allaboutdogfood.co.uk/dog-food-reviews/0935/yarrah-adult-vega,,wet,adult,"Organic Soy Beans, Organic Whole Grain Wheat, Organic Wheat Bran, Organic Yellow Corn, Organic Sunflower Seed Husks, Minerals, Organic Coconut Oil, Brewers Yeast, Organic White LupinE, Organic Baobab, Organic Dried Seaweed.",en,,,,,,,,,aadf,2025-09-12T08:53:18.532121,69b7fda4c5c3c28d28cc385ee74b168a,83631cad8699c6b2
Bakers,Bakers,senior,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0407/bakers-senior,,dry,senior,"Wholegrain Cereals 54% (Including min. 4% Wheat, 4% Maize), Meat and Animal Derivatives (15%), Vegetable Protein Extracts, Derivatives of Vegetable Origin, Oils and Fats, Glycerol, Minerals, Propylene Glycol, Vegetables (0.3% Dried Pea, 0.3% Dried Carrot).",en,,,,,,,,,aadf,2025-09-12T08:53:18.532208,162812e1e114a13d26328edb63f13965,24f613237b46809c
Arkwrights,Arkwrights,complete,complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/2041/arkwrights-complete,,dry,unknown,"Cereals, Meat and Animal Derivatives (minimum 10% Chicken), Oils and Fats, Minerals, Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.532271,ddd6bdca7c154d9aa1784f8433dd04f0,cc275d8053e2e86d
Paleo,Paleo,ridge essentials,ridge essentials,https://www.allaboutdogfood.co.uk/dog-food-reviews/2616/paleo-ridge-essentials,,wet,unknown,"36% Lamb Tripe, 34% Chicken Meat with Bone, 19.5% Seasonal Veg (Including Broccoli, Carrot, Kale, Parsnips, Cauliflower, Or Cabbage), 5% Lamb/Beef Kidney, 5% Beef Liver, 0.5% Extra Virgin Olive Oil.",en,,,,,,,,,aadf,2025-09-12T08:53:18.532437,f8afe8d87abffaa32d79bec03f5ea812,5c3e6da8d3481585
Acana,Acana,puppy large breed recipe,recipe,https://www.allaboutdogfood.co.uk/dog-food-reviews/0756/acana-puppy-large-breed-recipe,,raw,puppy,"Fresh Chicken (22%), Chicken Meal (21%), Whole Red Lentils, Whole Green Peas, Fresh Chicken Giblets 6% (Liver, Heart), Herring Meal (4%), Eggs (4%), Raw Flounder (4%), Fish Oil (4%), Whole Chickpeas, Pea Fibre, Pea Starch, Turkey Meal (2.5%), Whole Green Lentils, Whole Yellow Peas, Chicken Fat (2%), Raw Turkey Livers (0.5%), Salt, Dried Kelp, Fresh Whole Apples, Fresh Whole Butternut Squash, Fresh Whole Carrots, Fresh Whole Pears, Fresh Whole Pumpkin, Fresh Whole Zucchini, Fresh Kale, Fresh Spinach, Fresh Turnip Greens, Fresh Beet Greens, Fresh Whole Blueberries, Fresh Whole Cranberries, Fresh Whole Saskatoon Berries, Burdock Root, Lavender, Marshmallow Root, Milk Thistle, Rosehips, Turmeric.",en,,,,,,,,,aadf,2025-09-12T08:53:18.532599,fee9e81e5de51b7f36cb945029a08588,48d1315aa78da5e2
Wolf of Wilderness,Wolf of Wilderness,dry senior,,https://www.allaboutdogfood.co.uk/dog-food-reviews/2194/wolf-of-wilderness-dry-senior,,raw,senior,"Fresh Chicken Meat (37%), Pieces of Potato (Dried), Poultry Protein 10% (Partially Dried and Hydrolysed), Potato Protein, Lamb Protein 4% (Dried), Dried Beet Pulp (Desugared), Poultry Fat, Linseed, Lignocellulose, Brewer's Yeast (Dried), Calcium Carbonate, Sodium Chloride, Dried Fruits of the Forest 0.3% (Cranberries, Blackcurrants, Raspberries), Dried Herbs 0.2% (Mugwort, St. John's Wort, Nettle Leaves, Camomile, Common Yarrow, Coltsfoot, Dandelion Root), Salmon Oil, Yeast Extract (Dried), Sunflower Oil, Apple (Dried), Seaweed (Dried), Chicory Inulin (0.1%), Glucosamine (0.04%), Chondroitin Sulphate (0.02%).",en,,10.0,,,,,,,aadf,2025-09-12T08:53:18.532954,8bf00c9b4b2183078bbc1f0601033e78,9972b953eca2f35b
Beta,Beta,adult large breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0253/beta-adult-large-breed,,wet,adult,"Turkey Meal (28%), Wheat, Corn, Wheat Middling, Poultry Fat, Dried Beet Pulp, Dried Chicory Root(1%), Digest, Minerals, Fish Oil, Dried Carrot(0.07%), Dried Spinach (0.07%), Dried Parsley (0.07%), Natural Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.533073,bc6368bcbb6edc3dfd0a02878e956ad8,4501e77176ccd5a8
Butchers,Butchers,succulent recipes foil,succulent recipes foil,https://www.allaboutdogfood.co.uk/dog-food-reviews/1934/butchers-succulent-recipes-foil,,wet,unknown,"British & Irish Farmed Meats (Chicken 32.5%, Beef 14%, Liver 8.5%), Salmon Oil, Parsley, Rosehip, Chicory, Mint, Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.533182,c67de877f466452da1301e2b352c63f5,91808448ada27e1b
